Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request hour,Request day,Time slot,Trip duration,Is Completed,Driver Available,Request Date,Trip Duration Mins,Latitude,Longitude,cluster
5771,Airport,4,Trip Completed,2016-07-15 08:30:06,2016-07-15 09:37:20,8,Friday,Morning,01:07:14,True,True,2016-07-15,67.2,-3.9077246165325867,-0.7239933156009037,0
6106,Airport,4,Trip Completed,2016-07-15 15:01:20,2016-07-15 15:47:31,15,Friday,Afternoon,00:46:11,True,True,2016-07-15,46.2,-8.046557719872322,0.12534218993279111,0
312,City,5,Trip Completed,2016-07-11 07:27:00,2016-07-11 08:31:00,7,Monday,Morning,01:04:00,True,True,2016-07-11,64.0,3.6846605302431374,-7.362567104574529,4
577,Airport,5,Trip Completed,2016-07-11 11:03:00,2016-07-11 12:01:00,11,Monday,Morning,00:58:00,True,True,2016-07-11,58.0,-1.196950125207973,9.169609963902722,3
1179,City,5,Trip Completed,2016-07-11 20:58:00,2016-07-11 21:45:00,20,Monday,Evening,00:47:00,True,True,2016-07-11,47.0,-7.5592353031044235,14.989882939558989,3
1756,Airport,5,Trip Completed,2016-07-12 08:40:00,2016-07-12 09:23:00,8,Tuesday,Morning,00:43:00,True,True,2016-07-12,43.0,-0.09646179777459629,17.54877207911452,3
2052,City,5,Trip Completed,2016-07-12 14:48:00,2016-07-12 15:50:00,14,Tuesday,Afternoon,01:02:00,True,True,2016-07-12,62.0,-9.312229577695632,12.20373507198105,3
2559,City,5,Trip Completed,2016-07-12 21:32:00,2016-07-12 22:29:00,21,Tuesday,Night,00:57:00,True,True,2016-07-12,57.0,8.186408041575643,14.023207892263976,3
3014,City,5,Trip Completed,2016-07-13 07:28:14,2016-07-13 08:29:47,7,Wednesday,Morning,01:01:33,True,True,2016-07-13,61.5,-4.824400367999662,2.0218120247998215,0
3317,City,5,Trip Completed,2016-07-13 12:14:27,2016-07-13 12:46:38,12,Wednesday,Afternoon,00:32:11,True,True,2016-07-13,32.2,3.2504456870796403,13.03552905707258,3
4297,City,5,Trip Completed,2016-07-14 06:43:01,2016-07-14 07:49:38,6,Thursday,Morning,01:06:37,True,True,2016-07-14,66.6,-3.7657784782117805,-7.859843634081912,1
5857,Airport,5,Trip Completed,2016-07-15 09:08:50,2016-07-15 10:07:07,9,Friday,Morning,00:58:17,True,True,2016-07-15,58.3,0.40136042355621626,-4.060849515631425,0
6690,Airport,5,Trip Completed,2016-07-15 22:41:41,2016-07-15 23:51:00,22,Friday,Night,01:09:19,True,True,2016-07-15,69.3,0.934205586865593,-7.323479447258228,4
1517,Airport,6,Trip Completed,2016-07-12 05:45:00,2016-07-12 06:28:00,5,Tuesday,Morning,00:43:00,True,True,2016-07-12,43.0,-6.302910889489459,-1.3045065820829826,0
1999,Airport,6,Trip Completed,2016-07-12 13:02:00,2016-07-12 13:51:00,13,Tuesday,Afternoon,00:49:00,True,True,2016-07-12,49.0,9.391692555291172,-8.576815350454545,4
2960,Airport,6,Trip Completed,2016-07-13 06:50:33,2016-07-13 07:40:35,6,Wednesday,Morning,00:50:02,True,True,2016-07-13,50.0,5.502656467222291,18.464457690177873,3
3882,City,6,Trip Completed,2016-07-13 21:53:03,2016-07-13 22:45:24,21,Wednesday,Night,00:52:21,True,True,2016-07-13,52.4,8.789978831283783,-7.486214879773275,4
4081,Airport,6,Trip Completed,2016-07-14 02:37:14,2016-07-14 03:30:27,2,Thursday,Night,00:53:13,True,True,2016-07-14,53.2,7.896547008552975,-16.07821847556241,4
4740,City,6,Trip Completed,2016-07-14 14:50:07,2016-07-14 15:38:14,14,Thursday,Afternoon,00:48:07,True,True,2016-07-14,48.1,1.9579995762217024,1.072686642016535,2
5270,City,6,Trip Completed,2016-07-14 21:33:55,2016-07-14 22:25:43,21,Thursday,Night,00:51:48,True,True,2016-07-14,51.8,8.437484700462335,-17.716036862192944,4
6758,Airport,6,Trip Completed,2016-07-15 00:03:39,2016-07-15 01:07:39,0,Friday,Night,01:04:00,True,True,2016-07-15,64.0,-8.23014995896161,-15.57827334765678,1
5741,City,6,Trip Completed,2016-07-15 07:52:51,2016-07-15 08:38:55,7,Friday,Morning,00:46:04,True,True,2016-07-15,46.1,-6.080342751617096,-11.224424432150148,1
6087,Airport,6,Trip Completed,2016-07-15 14:28:50,2016-07-15 15:33:53,14,Friday,Afternoon,01:05:03,True,True,2016-07-15,65.0,-9.09545422178924,-1.4259900047143326,0
1039,City,7,Trip Completed,2016-07-11 19:31:00,2016-07-11 20:41:00,19,Monday,Evening,01:10:00,True,True,2016-07-11,70.0,-3.4933933847347127,-2.6699627076388843,0
1273,Airport,7,Trip Completed,2016-07-11 22:07:00,2016-07-11 23:12:00,22,Monday,Night,01:05:00,True,True,2016-07-11,65.0,-2.2264542062103594,11.987674480111647,3
2480,City,7,Trip Completed,2016-07-12 20:39:00,2016-07-12 21:28:00,20,Tuesday,Evening,00:49:00,True,True,2016-07-12,49.0,-4.573019364522082,9.578986155364536,3
4105,City,7,Trip Completed,2016-07-14 03:39:38,2016-07-14 04:39:04,3,Thursday,Night,00:59:26,True,True,2016-07-14,59.4,6.574750183038589,-2.9472682403719475,2
4509,City,7,Trip Completed,2016-07-14 09:11:13,2016-07-14 10:17:01,9,Thursday,Morning,01:05:48,True,True,2016-07-14,65.8,-2.864933466128214,-6.651831696974803,1
4986,Airport,7,Trip Completed,2016-07-14 18:52:32,2016-07-14 19:50:57,18,Thursday,Evening,00:58:25,True,True,2016-07-14,58.4,-4.381309806252385,-7.3412486375400565,1
5898,City,7,Trip Completed,2016-07-15 09:50:28,2016-07-15 10:40:39,9,Friday,Morning,00:50:11,True,True,2016-07-15,50.2,0.8539216631649698,10.959803491760361,3
6142,Airport,7,Trip Completed,2016-07-15 15:50:15,2016-07-15 16:36:56,15,Friday,Afternoon,00:46:41,True,True,2016-07-15,46.7,-7.181515500504747,-17.91710375114921,1
380,Airport,8,Trip Completed,2016-07-11 08:18:00,2016-07-11 09:18:00,8,Monday,Morning,01:00:00,True,True,2016-07-11,60.0,6.043939615080795,-19.487134019575766,4
1050,Airport,8,Trip Completed,2016-07-11 19:39:00,2016-07-11 20:30:00,19,Monday,Evening,00:51:00,True,True,2016-07-11,51.0,-8.508987126404584,11.821775677065922,3
1769,City,8,Trip Completed,2016-07-12 08:57:00,2016-07-12 09:24:00,8,Tuesday,Morning,00:27:00,True,True,2016-07-12,27.0,9.737738732010346,-0.9141449604380298,2
2520,City,8,Trip Completed,2016-07-12 21:05:00,2016-07-12 22:20:00,21,Tuesday,Night,01:15:00,True,True,2016-07-12,75.0,5.4448953859331475,-14.764754457856961,4
3265,Airport,8,Trip Completed,2016-07-13 10:22:07,2016-07-13 11:07:02,10,Wednesday,Morning,00:44:55,True,True,2016-07-13,44.9,-6.025686369316552,-10.57736261621995,1
4648,City,8,Trip Completed,2016-07-14 11:55:10,2016-07-14 12:59:34,11,Thursday,Morning,01:04:24,True,True,2016-07-14,64.4,-9.889557657527952,17.3001581238953,3
449,Airport,9,Trip Completed,2016-07-11 09:08:00,2016-07-11 09:52:00,9,Monday,Morning,00:44:00,True,True,2016-07-11,44.0,6.309228569096682,14.38011902499592,3
846,Airport,9,Trip Completed,2016-07-11 17:46:00,2016-07-11 18:52:00,17,Monday,Evening,01:06:00,True,True,2016-07-11,66.0,4.137146876952343,8.391402008958902,2
1346,Airport,9,Trip Completed,2016-07-11 23:39:00,2016-07-12 00:23:00,23,Monday,Night,00:44:00,True,True,2016-07-11,44.0,4.580143360819747,-0.7109907865069367,2
1474,Airport,9,Trip Completed,2016-07-12 05:13:00,2016-07-12 05:56:00,5,Tuesday,Morning,00:43:00,True,True,2016-07-12,43.0,5.425406933718914,0.812945047655429,2
2240,City,9,Trip Completed,2016-07-12 18:20:00,2016-07-12 18:54:00,18,Tuesday,Evening,00:34:00,True,True,2016-07-12,34.0,-8.519106965318192,19.009781411358347,3
3072,Airport,9,Trip Completed,2016-07-13 08:04:57,2016-07-13 08:36:37,8,Wednesday,Morning,00:31:40,True,True,2016-07-13,31.7,-2.8306854291145473,18.63081775537148,3
3459,Airport,9,Trip Completed,2016-07-13 17:03:30,2016-07-13 17:31:49,17,Wednesday,Evening,00:28:19,True,True,2016-07-13,28.3,-7.682618809497406,-11.389238168566628,1
3774,Airport,9,Trip Completed,2016-07-13 20:41:24,2016-07-13 21:27:29,20,Wednesday,Evening,00:46:05,True,True,2016-07-13,46.1,7.262068517511871,12.444182652212724,3
4023,City,9,Trip Completed,2016-07-13 23:58:41,2016-07-14 00:58:39,23,Wednesday,Night,00:59:58,True,True,2016-07-13,60.0,2.4659625365511584,-12.110293353319328,4
4117,City,9,Trip Completed,2016-07-14 04:21:42,2016-07-14 05:07:07,4,Thursday,Night,00:45:25,True,True,2016-07-14,45.4,-3.3820395029470163,-11.458500884641944,1
4880,Airport,9,Trip Completed,2016-07-14 17:58:46,2016-07-14 19:02:42,17,Thursday,Evening,01:03:56,True,True,2016-07-14,63.9,-8.728832994279527,7.043721366583071,0
5568,Airport,9,Trip Completed,2016-07-15 05:47:49,2016-07-15 06:25:49,5,Friday,Morning,00:38:00,True,True,2016-07-15,38.0,-3.780353565686756,-3.799956056498065,0
5994,Airport,9,Trip Completed,2016-07-15 11:51:16,2016-07-15 12:32:12,11,Friday,Morning,00:40:56,True,True,2016-07-15,40.9,-3.496333559465059,17.261776284260804,3
1809,Airport,10,Trip Completed,2016-07-12 09:13:00,2016-07-12 10:01:00,9,Tuesday,Morning,00:48:00,True,True,2016-07-12,48.0,4.5921235667612805,-16.439610604159647,4
2064,Airport,10,Trip Completed,2016-07-12 15:08:00,2016-07-12 16:14:00,15,Tuesday,Afternoon,01:06:00,True,True,2016-07-12,66.0,2.751149427104263,0.46102563237972305,2
3210,City,10,Trip Completed,2016-07-13 09:47:06,2016-07-13 10:52:37,9,Wednesday,Morning,01:05:31,True,True,2016-07-13,65.5,7.744254851526531,16.74086121772485,3
4350,City,10,Trip Completed,2016-07-14 07:24:43,2016-07-14 08:22:09,7,Thursday,Morning,00:57:26,True,True,2016-07-14,57.4,-0.5557014967610137,16.164546419180205,3
4713,City,10,Trip Completed,2016-07-14 13:31:24,2016-07-14 14:10:56,13,Thursday,Afternoon,00:39:32,True,True,2016-07-14,39.5,-7.608115081233966,-13.738831463370351,1
5629,Airport,10,Trip Completed,2016-07-15 06:33:00,2016-07-15 07:19:53,6,Friday,Morning,00:46:53,True,True,2016-07-15,46.9,4.264895744459899,-5.334491996141741,4
6157,Airport,10,Trip Completed,2016-07-15 16:32:51,2016-07-15 17:44:44,16,Friday,Afternoon,01:11:53,True,True,2016-07-15,71.9,5.215700972337949,4.764856001867848,2
2030,City,11,Trip Completed,2016-07-12 14:11:00,2016-07-12 15:02:00,14,Tuesday,Afternoon,00:51:00,True,True,2016-07-12,51.0,1.2255439513899251,-13.624204609143913,4
3226,City,11,Trip Completed,2016-07-13 10:00:17,2016-07-13 11:02:52,10,Wednesday,Morning,01:02:35,True,True,2016-07-13,62.6,5.419343599091221,18.72088688182955,3
3353,City,11,Trip Completed,2016-07-13 13:29:44,2016-07-13 14:09:00,13,Wednesday,Afternoon,00:39:16,True,True,2016-07-13,39.3,-0.12408807271218514,16.589973149106413,3
4293,City,11,Trip Completed,2016-07-14 06:42:36,2016-07-14 07:12:41,6,Thursday,Morning,00:30:05,True,True,2016-07-14,30.1,0.4546565876398816,-13.321992838621233,4
4936,City,11,Trip Completed,2016-07-14 18:22:17,2016-07-14 19:14:36,18,Thursday,Evening,00:52:19,True,True,2016-07-14,52.3,-1.4491796328290079,-15.153781549560584,1
5661,Airport,11,Trip Completed,2016-07-15 07:08:50,2016-07-15 07:59:00,7,Friday,Morning,00:50:10,True,True,2016-07-15,50.2,-9.491617465118097,-16.583660687669386,1
5778,City,11,Trip Completed,2016-07-15 08:22:03,2016-07-15 09:13:04,8,Friday,Morning,00:51:01,True,True,2016-07-15,51.0,-7.842171460133911,16.377746561465244,3
6425,Airport,11,Trip Completed,2016-07-15 19:46:40,2016-07-15 20:26:51,19,Friday,Evening,00:40:11,True,True,2016-07-15,40.2,-9.371416286265315,-12.255047608181568,1
45,Airport,12,Trip Completed,2016-07-11 03:17:00,2016-07-11 04:09:00,3,Monday,Night,00:52:00,True,True,2016-07-11,52.0,2.7282082252756084,-3.34860285822581,2
264,City,12,Trip Completed,2016-07-11 06:51:00,2016-07-11 07:40:00,6,Monday,Morning,00:49:00,True,True,2016-07-11,49.0,-3.712880378473466,-2.045945373919878,0
1183,City,12,Trip Completed,2016-07-11 21:05:00,2016-07-11 21:38:00,21,Monday,Night,00:33:00,True,True,2016-07-11,33.0,0.1714138232940563,3.960441768542701,2
1536,Airport,12,Trip Completed,2016-07-12 05:59:00,2016-07-12 06:59:00,5,Tuesday,Morning,01:00:00,True,True,2016-07-12,60.0,8.151329478521859,-17.130586250103,4
2437,City,12,Trip Completed,2016-07-12 20:18:00,2016-07-12 21:26:00,20,Tuesday,Evening,01:08:00,True,True,2016-07-12,68.0,-5.014155417022501,-10.929655303979363,1
2641,Airport,12,Trip Completed,2016-07-12 22:28:00,2016-07-12 23:05:00,22,Tuesday,Night,00:37:00,True,True,2016-07-12,37.0,-1.7923415392874062,17.25961547675704,3
4077,Airport,12,Trip Completed,2016-07-14 02:14:15,2016-07-14 03:13:09,2,Thursday,Night,00:58:54,True,True,2016-07-14,58.9,5.1110227708609735,16.336404290742777,3
4610,City,12,Trip Completed,2016-07-14 10:35:14,2016-07-14 11:39:01,10,Thursday,Morning,01:03:47,True,True,2016-07-14,63.8,-5.424036690167551,11.251625896227686,3
5066,Airport,12,Trip Completed,2016-07-14 19:31:20,2016-07-14 20:14:03,19,Thursday,Evening,00:42:43,True,True,2016-07-14,42.7,-8.46040180342414,-19.223950175271384,1
5666,Airport,12,Trip Completed,2016-07-15 07:04:55,2016-07-15 08:12:37,7,Friday,Morning,01:07:42,True,True,2016-07-15,67.7,-4.204970941724639,-6.919729260155915,1
5923,City,12,Trip Completed,2016-07-15 10:07:49,2016-07-15 10:50:50,10,Friday,Morning,00:43:01,True,True,2016-07-15,43.0,-6.775574254919912,5.118349413716313,0
6367,City,12,Trip Completed,2016-07-15 19:04:46,2016-07-15 19:46:04,19,Friday,Evening,00:41:18,True,True,2016-07-15,41.3,8.59395304685146,-8.992391529060972,4
155,City,13,Trip Completed,2016-07-11 05:32:00,2016-07-11 06:28:00,5,Monday,Morning,00:56:00,True,True,2016-07-11,56.0,6.162407591288339,16.383467802151095,3
310,Airport,13,Trip Completed,2016-07-11 07:24:00,2016-07-11 08:28:00,7,Monday,Morning,01:04:00,True,True,2016-07-11,64.0,2.6680751302084698,5.355578473297676,2
607,City,13,Trip Completed,2016-07-11 11:51:00,2016-07-11 12:42:00,11,Monday,Morning,00:51:00,True,True,2016-07-11,51.0,7.429211803754356,-17.123731307342176,4
1012,City,13,Trip Completed,2016-07-11 19:15:00,2016-07-11 19:57:00,19,Monday,Evening,00:42:00,True,True,2016-07-11,42.0,6.073441537982291,16.36022355342812,3
1696,Airport,13,Trip Completed,2016-07-12 08:01:00,2016-07-12 08:42:00,8,Tuesday,Morning,00:41:00,True,True,2016-07-12,41.0,-6.268598822279284,18.3106663270489,3
3076,City,13,Trip Completed,2016-07-13 08:09:04,2016-07-13 09:12:19,8,Wednesday,Morning,01:03:15,True,True,2016-07-13,63.2,7.851179969799556,-16.89150326433098,4
4198,Airport,13,Trip Completed,2016-07-14 05:32:14,2016-07-14 06:45:32,5,Thursday,Morning,01:13:18,True,True,2016-07-14,73.3,0.786844838313014,1.2944093944525967,2
4627,City,13,Trip Completed,2016-07-14 11:13:19,2016-07-14 12:00:12,11,Thursday,Morning,00:46:53,True,True,2016-07-14,46.9,6.148803103281249,-7.865428711433182,4
5289,City,13,Trip Completed,2016-07-14 21:43:24,2016-07-14 22:24:13,21,Thursday,Night,00:40:49,True,True,2016-07-14,40.8,7.921825998469863,-4.286436940743904,2
5495,Airport,13,Trip Completed,2016-07-15 05:00:13,2016-07-15 06:02:27,5,Friday,Morning,01:02:14,True,True,2016-07-15,62.2,-3.6399305005627225,-12.813951281786323,1
6656,Airport,13,Trip Completed,2016-07-15 22:08:42,2016-07-15 22:41:18,22,Friday,Night,00:32:36,True,True,2016-07-15,32.6,-7.798961509446465,3.122884080496501,0
139,Airport,14,Trip Completed,2016-07-11 05:21:00,2016-07-11 06:09:00,5,Monday,Morning,00:48:00,True,True,2016-07-11,48.0,-5.441296749161166,18.319174129955627,3
215,City,14,Trip Completed,2016-07-11 06:15:00,2016-07-11 07:07:00,6,Monday,Morning,00:52:00,True,True,2016-07-11,52.0,-1.4578442274748742,0.1229040108643602,0
1816,City,14,Trip Completed,2016-07-12 09:24:00,2016-07-12 10:07:00,9,Tuesday,Morning,00:43:00,True,True,2016-07-12,43.0,6.360295318449861,-16.683416744220754,4
2505,Airport,14,Trip Completed,2016-07-12 21:03:00,2016-07-12 22:14:00,21,Tuesday,Night,01:11:00,True,True,2016-07-12,71.0,7.214611665126867,4.800053339096337,2
3346,City,14,Trip Completed,2016-07-13 13:01:42,2016-07-13 13:55:59,13,Wednesday,Afternoon,00:54:17,True,True,2016-07-13,54.3,-9.860957389376185,-6.391080221949718,1
5294,City,14,Trip Completed,2016-07-14 21:45:50,2016-07-14 22:16:40,21,Thursday,Night,00:30:50,True,True,2016-07-14,30.8,0.21494605155131552,14.237007583651916,3
6226,Airport,14,Trip Completed,2016-07-15 17:34:25,2016-07-15 18:33:13,17,Friday,Evening,00:58:48,True,True,2016-07-15,58.8,-1.6517799370244202,-2.612874067341192,0
6733,Airport,14,Trip Completed,2016-07-15 23:32:44,2016-07-16 00:37:46,23,Friday,Night,01:05:02,True,True,2016-07-15,65.0,-5.557843790585395,-12.286415642310175,1
1027,Airport,15,Trip Completed,2016-07-11 19:18:00,2016-07-11 20:24:00,19,Monday,Evening,01:06:00,True,True,2016-07-11,66.0,-7.6026926533263435,-12.355775092354202,1
2675,Airport,15,Trip Completed,2016-07-12 23:43:00,2016-07-13 00:35:12,23,Tuesday,Night,00:52:12,True,True,2016-07-12,52.2,-3.247696571927441,10.750567228846414,3
3200,City,15,Trip Completed,2016-07-13 09:39:44,2016-07-13 10:30:58,9,Wednesday,Morning,00:51:14,True,True,2016-07-13,51.2,8.858194078250385,-9.376496067705604,4
3865,City,15,Trip Completed,2016-07-13 21:52:05,2016-07-13 22:21:15,21,Wednesday,Night,00:29:10,True,True,2016-07-13,29.2,-3.5359413595848954,10.68933576636892,3
4468,City,15,Trip Completed,2016-07-14 08:42:46,2016-07-14 09:22:01,8,Thursday,Morning,00:39:15,True,True,2016-07-14,39.2,0.3758124348673224,-11.764507569336025,4
5163,Airport,15,Trip Completed,2016-07-14 20:34:30,2016-07-14 21:05:18,20,Thursday,Evening,00:30:48,True,True,2016-07-14,30.8,4.060379177903556,-7.132545251947624,4
6009,City,15,Trip Completed,2016-07-15 12:22:35,2016-07-15 13:25:27,12,Friday,Afternoon,01:02:52,True,True,2016-07-15,62.9,-2.7274079524141204,-1.3805211024120254,0
6448,Airport,15,Trip Completed,2016-07-15 20:02:54,2016-07-15 20:40:45,20,Friday,Evening,00:37:51,True,True,2016-07-15,37.9,9.435641654419214,17.72783398773803,3
591,City,16,Trip Completed,2016-07-11 11:25:00,2016-07-11 12:31:00,11,Monday,Morning,01:06:00,True,True,2016-07-11,66.0,9.248945898842223,17.269256990152982,3
709,City,16,Trip Completed,2016-07-11 14:16:00,2016-07-11 15:03:00,14,Monday,Afternoon,00:47:00,True,True,2016-07-11,47.0,-4.964354083492717,-11.725124983108488,1
1167,Airport,16,Trip Completed,2016-07-11 20:50:00,2016-07-11 21:52:00,20,Monday,Evening,01:02:00,True,True,2016-07-11,62.0,-0.0550298821522901,-5.671238350277088,4
2661,Airport,16,Trip Completed,2016-07-12 23:23:00,2016-07-13 00:27:21,23,Tuesday,Night,01:04:21,True,True,2016-07-12,64.3,-3.982433803664607,-14.024024461849107,1
2808,City,16,Trip Completed,2016-07-13 05:05:16,2016-07-13 05:56:11,5,Wednesday,Morning,00:50:55,True,True,2016-07-13,50.9,-4.303190112450648,0.3994031725398841,0
3258,Airport,16,Trip Completed,2016-07-13 10:12:51,2016-07-13 10:45:28,10,Wednesday,Morning,00:32:37,True,True,2016-07-13,32.6,-9.262261052909345,-1.5766979722133385,0
3413,Airport,16,Trip Completed,2016-07-13 15:32:01,2016-07-13 16:45:44,15,Wednesday,Afternoon,01:13:43,True,True,2016-07-13,73.7,2.191286679597937,16.030406498029294,3
3939,Airport,16,Trip Completed,2016-07-13 22:26:26,2016-07-13 22:55:54,22,Wednesday,Night,00:29:28,True,True,2016-07-13,29.5,0.0535804645772302,17.200215111642905,3
4125,City,16,Trip Completed,2016-07-14 04:37:11,2016-07-14 05:46:29,4,Thursday,Night,01:09:18,True,True,2016-07-14,69.3,-8.970424975000213,-4.657304359708316,0
